houshold,brand_car,age_car_yr,Sum_Totprem_Auto,Cars,salard_Age_cus_HH,cus_tenure_mth,HH_tenure_mth,FA_DCT,Fc,FD,cs_flag_auto,zone,salary,rural_urban,fraud_Ind
1475,2,13,34670.32,1,33,155,191,0,5,3,1,1,4555710,1,0
1476,2,15,61716.8,1,51,292,340,0,3,2,1,1,2613681,0,0
1477,1,14,40478.96,2,49,180,217,0,1,1,1,1,3216705,0,0
1478,7,21,57178.8,1,44,290,315,0,2,3,1,1,2126825,1,0
1479,1,23,53185.36,3,33,126,199,0,1,1,1,1,2491741,0,0
1480,1,4,35940.96,2,34,148,198,0,2,3,1,1,1530674,0,0
1481,2,5,48284.32,2,46,241,266,0,2,2,1,1,2180767,0,0
1482,2,5,31221.44,3,34,223,284,0,1,3,1,2,1483671,1,0
1483,2,4,0,2,30,82,127,1,4,3,0,3,4416254,0,0
1484,1,4,0,2,29,2,33,0,3,3,0,3,3785858,0,0
1485,1,1,0,1,32,231,274,0,2,1,0,1,1632563,1,0
1486,1,5,0,3,39,128,148,1,1,2,0,1,2804687,1,0
1487,7,6,0,2,34,142,158,1,1,1,0,2,4379101,0,0
1488,2,16,0,2,26,126,156,1,5,2,0,1,2947833,0,0
1489,7,17,0,1,33,269,275,0,2,2,0,1,3524596,0,0
1490,2,11,0,1,51,215,257,0,2,3,0,1,3344132,0,0
1491,3,11,0,2,25,177,203,0,2,2,0,1,1827556,0,0
1492,3,11,0,2,36,282,332,0,1,3,0,1,3703475,0,0
1493,7,8,0,2,34,151,164,0,2,1,0,1,2655072,0,0
1494,2,10,0,5,32,139,165,0,1,2,0,4,1950947,1,0
1495,2,27,0,5,48,278,308,0,2,1,0,1,3442614,0,0
1496,2,15,0,2,31,97,184,1,2,1,0,4,3644591,1,0
1497,4,9,0,2,44,98,122,0,2,2,0,1,2135590,0,0
1498,1,9,0,1,36,314,336,0,1,2,0,2,1849998,0,0
1499,1,11,0,1,44,38,43,0,3,3,0,1,2668132,0,0
1500,7,20,0,2,39,86,112,0,3,3,0,2,1952771,0,0
1501,7,20,0,1,39,140,160,0,1,4,0,1,4020882,1,0
1502,7,23,0,4,51,67,287,1,1,2,0,4,2141180,0,0
1503,7,2,0,1,41,7,12,0,3,1,0,1,1964172,0,0
1504,2,2,0,3,50,163,188,0,2,2,0,1,1753350,0,0
1505,3,6,0,3,49,331,360,0,3,3,0,1,4009317,0,0
1506,7,5,0,1,48,95,230,0,2,4,0,4,4506720,0,0
1507,2,17,0,3,47,275,296,0,2,1,0,1,2874809,0,0
1508,3,3,0,1,45,240,226,0,2,1,0,1,3848189,1,0
1509,7,9,0,2,25,107,125,0,2,1,0,1,4240768,1,0
1510,7,7,0,1,29,181,158,0,2,2,0,3,2342887,0,0
1511,1,7,0,2,40,32,48,0,1,1,0,4,4187896,0,0
1512,7,4,0,2,25,80,125,0,1,4,0,1,4514037,0,0
1513,2,11,0,5,36,254,143,0,2,2,0,1,3828638,0,0
1514,3,10,0,1,49,84,158,1,1,1,0,1,1655789,1,0
1515,3,2,0,1,30,24,39,0,2,2,0,3,3097801,0,0
1516,7,12,0,3,38,203,230,0,4,3,0,3,1741661,0,0
1517,2,7,0,3,27,169,165,0,2,2,0,4,3243512,0,0
1518,2,14,0,4,35,251,296,1,2,3,0,1,3498371,0,0
1519,2,3,0,3,32,213,261,0,3,3,0,1,3258333,0,0
1520,7,10,0,3,43,196,188,0,4,4,0,4,3473737,1,0
1521,4,2,0,1,45,302,317,0,1,4,0,1,3412399,0,0
1522,1,8,0,1,33,260,166,0,1,2,0,3,4154030,0,0
1523,1,34,0,1,40,55,89,0,1,3,0,2,4229400,0,0
1524,5,2,0,4,49,240,212,0,4,2,0,1,4687202,0,0
1525,4,5,0,2,46,238,283,1,1,3,0,1,2816519,0,0
1526,1,8,0,1,33,260,285,0,2,3,0,2,3888878,1,0
1527,5,8,0,1,38,218,141,0,2,1,0,2,2754792,0,0
1528,3,17,0,2,29,82,120,0,3,4,0,2,2872388,0,0
1529,3,26,0,1,50,49,87,0,1,2,0,2,1878231,1,0
1530,1,18,0,1,41,142,157,0,2,3,0,3,4683088,0,0
1531,2,8,0,5,50,66,102,0,2,2,0,3,3878115,0,0
1532,2,7,0,5,41,187,213,0,3,5,0,3,3212113,0,0
1533,1,17,0,1,30,29,61,0,2,1,0,2,2335678,0,0
1534,2,4,0,1,25,131,196,0,3,2,0,5,4498446,1,0
1535,1,11,0,1,51,229,273,0,3,1,0,1,2787289,0,0
1536,1,24,0,1,29,108,146,0,2,3,0,1,2475196,0,0
1537,2,24,0,1,25,176,230,0,1,2,0,2,3251109,0,0
1538,3,3,0,2,34,173,222,0,2,2,0,2,3434047,0,0
1539,2,20,0,2,29,253,278,0,2,2,0,3,1995966,0,0
1540,1,1,0,2,44,37,75,0,2,2,0,2,1850546,0,0
1541,3,35,0,4,41,220,283,0,4,1,0,4,3903781,0,0
1542,1,9,0,4,32,182,212,0,2,3,0,3,3475010,0,0
1543,1,9,0,3,31,138,180,0,4,2,0,5,2482549,0,0
1544,1,9,0,1,33,285,315,0,2,2,0,3,4649746,0,0
1545,7,13,0,1,30,263,294,0,2,2,0,5,3183764,0,0
1546,1,5,0,3,25,264,313,0,2,2,0,3,3801397,0,0
1547,1,5,0,3,46,105,154,0,2,3,0,4,3997259,0,0
1548,2,6,0,3,33,7,12,0,2,4,0,4,2744602,0,0
1549,2,10,0,1,38,245,266,0,1,2,0,4,3657547,0,0
1550,2,8,0,3,47,7,12,0,2,2,0,2,4005021,0,0
1551,7,12,0,1,34,247,293,1,3,2,0,2,2975836,0,0
1552,2,13,0,3,51,237,279,0,4,2,0,5,3952122,0,0
1553,2,16,0,1,25,178,248,1,1,4,0,2,3554654,0,0
1554,1,7,0,1,26,325,350,0,2,5,0,3,4188354,0,0
1555,1,11,0,3,44,246,289,0,2,2,0,5,2688314,1,0
1556,7,19,0,1,41,208,244,0,2,3,0,3,2063174,0,0
1557,2,11,0,1,28,173,265,0,1,1,0,3,1874411,0,0
1558,2,12,0,1,29,207,261,0,1,1,0,2,1405218,1,0
1559,1,12,0,2,28,237,249,0,2,6,0,4,2165120,0,0
1560,1,12,0,1,39,7,40,0,2,3,0,2,2373390,0,0
1561,1,7,0,1,43,190,210,0,3,3,0,2,2874320,0,0
1562,1,5,0,1,39,144,172,0,2,6,0,4,4289385,1,0
1563,2,12,0,1,49,190,211,0,2,1,0,3,1845887,0,0
1564,1,19,0,2,49,232,111,0,2,2,0,3,1463080,0,0
1565,2,5,0,1,46,203,226,0,2,1,0,4,2869144,0,0
1566,7,5,0,2,29,131,157,0,3,2,0,3,4292585,0,0
1567,7,6,0,2,26,83,272,1,1,4,0,3,3788262,1,0
1568,2,11,0,1,42,305,327,0,2,2,0,3,3187084,0,0
1569,2,14,0,1,27,204,248,0,3,3,0,3,3913375,0,0
1570,2,27,0,1,25,12,29,0,2,5,0,3,1962674,0,0
1571,2,17,0,1,26,321,333,0,2,2,0,4,2240593,0,0
1572,7,12,0,2,38,324,343,0,3,3,0,5,1841040,0,0
1573,1,12,0,3,37,61,77,0,3,6,0,3,2180932,0,0
1574,7,3,0,2,34,262,303,1,4,6,0,3,3625248,1,0
1575,7,3,0,2,25,126,161,1,1,6,0,2,2964673,0,0
1576,4,16,0,2,51,19,39,1,2,2,0,5,2774215,0,0
1577,2,3,0,2,49,183,248,0,2,1,0,3,3452154,0,0
1578,2,5,0,2,43,96,132,0,2,3,0,3,2995798,0,0
1579,1,24,0,2,38,35,75,0,2,2,0,5,3276910,0,0
1580,2,9,0,3,33,223,104,0,1,3,0,2,4404787,1,0
1581,1,12,0,1,39,214,138,0,2,3,0,1,1843887,0,0
1582,1,12,0,4,26,155,185,0,1,2,0,1,3056821,0,0
1583,2,11,0,1,48,98,139,0,3,2,1,1,1896662,0,0
1584,4,3,0,1,31,194,207,1,1,3,1,1,3417007,0,0
1585,2,3,0,1,50,207,214,0,2,1,1,1,2417997,0,0
1586,3,17,0,1,48,214,236,0,3,3,1,1,1965517,0,0
1587,5,6,0,1,28,221,250,0,2,1,1,1,2035464,0,0
1588,5,12,0,2,25,285,326,0,4,1,1,1,1739035,0,0
1589,1,15,0,1,37,26,56,0,1,1,1,1,2001470,0,0
1590,2,41,0,2,34,7,12,0,2,2,1,1,3630368,0,0
1591,2,5,0,3,27,309,356,0,1,4,1,1,1618636,0,0
1592,1,11,0,1,32,151,113,0,1,4,1,1,3194186,1,0
1593,2,15,0,2,25,251,272,0,2,4,1,1,1903793,1,0
1594,2,11,0,4,41,7,12,0,2,1,1,1,3942103,0,0
1595,2,17,0,1,26,310,323,0,2,2,1,1,2972115,0,0
1596,2,9,0,2,30,233,277,0,2,3,1,1,2856471,1,0
1597,3,12,0,2,25,174,203,0,4,4,1,1,3004754,0,0
1598,2,5,0,1,29,32,45,0,2,3,0,1,2657280,0,0
1599,3,20,0,3,48,102,123,0,3,5,0,1,3971376,0,0
1600,3,5,0,2,41,187,229,0,4,1,1,2,2238345,1,0
1601,3,14,0,1,40,280,321,0,2,3,1,1,3133091,0,0
1602,4,19,0,3,36,173,206,1,2,3,1,3,3884439,0,0
1603,1,1,0,4,37,1,25,0,2,2,1,1,2655695,1,0
1604,7,13,0,3,38,40,59,0,1,4,1,1,4367815,0,0
1605,1,7,0,1,38,51,82,0,1,5,1,1,2935070,0,0
1606,1,9,0,1,25,30,35,0,2,3,1,1,1695542,0,0
1607,4,9,0,2,36,14,45,0,2,5,1,1,2505045,0,0
1608,3,43,0,1,50,261,300,0,1,3,1,3,4492531,0,0
1609,1,12,0,2,26,132,159,0,1,1,1,1,1800764,0,0
1610,1,10,0,2,25,230,245,1,2,2,1,3,2343417,0,0
1611,7,2,0,1,25,198,291,1,3,1,1,1,2962409,0,0
1612,2,2,0,1,42,181,289,1,3,4,0,1,2509610,1,0
1613,7,2,0,1,29,88,111,1,1,2,0,1,2089304,1,0
1614,2,5,0,3,31,191,204,0,3,2,0,5,1706631,1,0
1615,2,5,0,2,27,261,174,0,1,1,0,3,4070113,0,0
1616,2,5,0,1,47,110,202,0,1,4,0,3,4590639,0,0
1617,2,23,0,3,28,28,33,0,2,1,0,4,2950325,0,0
1618,2,5,0,1,49,60,171,0,2,3,0,3,1408031,0,0
1619,3,9,0,1,30,252,287,0,2,1,0,4,2148664,0,0
1620,4,3,0,4,43,285,311,0,2,3,0,5,1712702,0,0
1621,7,1,0,1,25,284,303,0,5,4,0,3,2639033,0,0
1622,3,10,0,1,25,127,153,0,2,2,0,6,1922620,0,0
1623,1,10,0,2,31,272,297,0,2,2,0,6,3333468,1,0
1624,2,11,0,2,42,61,94,0,1,2,0,3,3237767,0,0
1625,1,39,0,3,39,161,181,0,2,1,0,6,1325413,1,0
1626,1,39,0,1,45,10,44,0,3,3,0,6,4628558,1,0
1627,1,36,0,1,50,122,149,0,2,4,0,4,3431817,0,0
1628,7,12,0,2,44,54,103,0,1,3,0,6,4023176,0,0
1629,3,3,0,3,27,252,270,0,3,1,0,4,3614609,0,0
1630,2,10,0,4,25,133,156,0,2,2,0,3,1677536,0,0
1631,2,5,0,4,36,73,253,1,2,5,0,6,3544577,0,0
1632,7,6,0,3,45,55,68,0,3,2,0,4,3964568,0,0
1633,7,36,0,1,49,29,70,0,1,5,0,4,4476772,0,0
1634,3,15,0,1,31,53,70,1,2,2,0,4,1772302,0,0
1635,5,8,0,1,34,231,265,1,2,3,0,3,3013654,0,0
1636,2,25,0,2,28,61,98,0,3,2,0,3,2019913,0,0
1637,1,4,0,3,42,20,58,0,1,1,0,4,3775730,0,0
1638,7,20,0,1,30,105,149,0,2,2,0,4,1697008,1,0
1639,1,5,0,1,28,94,137,0,1,2,0,3,1422305,0,0
1640,4,42,0,2,46,48,71,0,2,5,0,4,4102584,1,0
1641,3,13,0,2,25,152,118,0,2,2,0,4,1375007,0,0
1642,2,13,0,1,28,260,298,1,2,1,0,5,1959184,0,0
1643,1,17,0,1,47,7,12,0,2,2,0,3,3572752,0,0
1644,3,6,0,1,25,71,108,0,1,2,0,4,1930252,1,0
1645,7,9,0,1,25,298,340,0,1,4,0,4,2204263,1,0
1646,2,4,0,2,38,172,280,1,1,3,0,5,2566591,0,0
1647,2,7,0,2,47,323,345,0,3,2,0,3,4052016,0,0
1648,2,7,0,3,25,189,183,0,1,2,0,4,1840553,0,0
1649,1,19,0,2,49,292,325,0,2,2,0,4,2578816,0,0
1650,3,22,0,1,33,206,234,1,1,2,0,5,1859269,0,0
1651,3,10,0,2,30,14,19,0,1,1,0,4,3521278,1,0
1652,7,2,0,1,25,306,326,0,2,2,0,4,1942110,1,0
1653,4,18,0,1,42,128,165,0,5,1,0,5,3929519,0,0
1654,2,19,0,1,25,148,190,0,3,1,0,4,3958171,0,0
1655,1,19,0,3,47,151,170,0,2,2,0,3,4631083,1,0
1656,1,11,0,2,34,92,133,0,2,6,0,5,2087799,0,0
1657,7,12,0,2,34,227,122,0,3,1,0,2,4355689,0,0
1658,2,5,0,1,39,88,120,1,3,2,0,3,3424906,0,0
1659,1,17,0,1,35,286,316,1,1,3,0,2,2864774,1,0
1660,3,17,10719.84,1,35,173,185,0,1,1,1,2,1439741,0,0
1661,7,6,0,5,26,182,156,0,2,6,0,4,1807499,0,0
1662,7,10,0,2,50,274,305,0,2,3,0,4,4069933,1,0
1663,7,11,0,1,29,297,314,0,2,3,0,3,3094956,0,0
1664,1,14,0,3,42,51,96,0,2,1,0,3,1884760,0,0
1665,1,21,0,1,31,83,109,0,1,3,0,2,1319909,0,0
1666,1,21,0,2,50,115,158,0,3,3,0,4,1400840,0,0
1667,1,16,0,2,27,7,12,0,1,3,0,4,3542011,0,0
1668,4,4,0,1,25,309,328,0,2,2,0,3,1462734,0,0
1669,4,5,0,1,28,302,322,0,2,3,0,4,3668755,0,0
1670,3,4,0,2,31,291,335,0,2,3,0,3,3545611,0,0
1671,3,7,0,2,30,93,126,0,2,3,0,5,4132967,0,0
1672,3,12,0,1,49,319,334,1,1,2,0,4,4388205,0,0
1673,7,8,0,4,48,209,232,0,1,2,0,4,1551952,0,0
1674,1,1,0,1,40,108,123,1,2,1,0,2,1683552,0,0
1675,2,19,0,1,39,116,149,1,3,3,0,3,4140495,0,0
1676,5,11,0,1,26,149,171,0,2,3,0,4,3650625,0,0
1677,1,21,0,1,25,287,324,1,3,1,0,2,4105740,1,0
1678,5,14,0,5,25,179,195,0,2,1,0,4,4456111,0,0
1679,7,7,0,2,41,273,286,0,2,4,0,3,3114767,0,0
1680,1,15,0,2,50,147,261,1,5,5,0,4,2685623,0,0
1681,3,12,0,1,36,257,217,0,1,1,0,4,4046765,0,0
1682,7,9,0,1,37,265,277,0,2,3,0,3,4692451,1,0
1683,2,9,0,2,49,89,106,0,2,1,0,3,1379016,0,0
1684,7,11,0,2,35,81,235,0,1,3,0,4,4579277,0,0
1685,7,5,0,3,39,121,227,0,2,1,0,3,2849176,0,0
1686,7,5,0,2,46,146,156,0,1,4,0,2,1461672,1,0
1687,3,20,0,2,36,7,12,1,3,4,0,3,3127101,0,0
1688,7,19,0,2,36,219,251,0,3,1,0,3,4277714,0,0
1689,2,6,0,1,46,144,167,0,1,3,0,5,3281240,0,0
1690,2,11,0,2,28,309,332,0,2,3,0,3,4312938,0,0
1691,1,3,0,1,40,221,252,1,1,4,0,5,4356504,0,0
1692,1,4,0,1,25,127,150,1,1,2,0,3,1603362,0,0
1693,7,2,0,2,47,77,122,1,1,2,0,3,1578709,0,0
1694,5,4,0,2,27,172,190,0,4,1,0,3,3933031,0,0
1695,1,15,0,1,40,160,241,0,1,1,0,3,3441336,0,0
1696,1,4,0,1,26,173,195,0,2,3,0,2,3513562,1,0
1697,7,27,0,1,49,150,175,0,2,2,0,2,2941068,0,0
1698,7,23,0,1,33,7,12,1,1,2,0,4,4105868,0,0
1699,7,10,0,1,41,184,226,0,1,4,0,4,4580921,0,0
1700,2,10,0,1,33,103,116,0,2,2,0,5,4635206,0,0
1701,7,14,0,1,51,244,265,0,1,2,0,4,4544207,0,0
1702,2,7,0,1,48,47,67,0,2,1,0,3,4575020,1,0
1703,2,10,0,1,27,133,233,0,2,1,0,5,2957347,0,0
1704,1,25,0,2,43,40,82,0,3,1,0,4,2582161,0,0
1705,2,17,0,1,43,293,322,0,1,2,0,4,1617477,0,0
1706,7,10,0,1,25,30,52,0,1,3,0,2,3986864,0,0
1707,2,9,0,1,39,279,319,0,3,1,0,3,4637930,0,0
1708,1,2,0,2,38,311,331,0,1,1,0,4,2957205,0,0
1709,1,16,0,2,30,266,285,1,2,1,0,2,1955274,0,0
1710,4,18,0,4,25,68,298,0,2,2,0,4,3128491,1,0
1711,3,6,0,1,33,190,227,0,2,4,0,2,3397256,0,0
1712,3,9,0,1,30,16,46,0,2,1,0,3,2912882,0,0
1713,2,2,0,1,26,101,297,0,1,2,0,3,2853811,0,0
1714,1,2,0,1,51,234,128,0,2,2,0,4,3654654,0,0
1715,2,2,0,1,29,143,160,0,2,1,0,2,3550631,1,0
1716,2,28,0,1,36,218,259,0,1,2,0,2,2406481,0,0
1717,2,14,0,3,26,222,251,0,3,1,0,2,3746999,0,0
1718,1,21,0,1,35,268,305,0,2,3,0,5,1855920,0,0
1719,2,5,0,1,45,288,130,0,1,3,0,2,1418627,0,0
1720,3,7,0,2,33,49,68,0,1,4,0,5,1980476,0,0
1721,2,15,0,3,29,59,106,1,2,2,0,5,1333051,0,0
1722,3,7,0,1,36,18,23,1,5,2,0,2,1923797,0,0
1723,1,7,0,1,42,230,249,0,5,2,0,2,3052721,0,0
1724,1,12,0,1,28,100,138,0,2,2,0,1,2040151,1,0
1725,2,35,0,1,48,277,317,0,1,1,0,2,4150386,0,0
1726,3,6,0,2,25,82,119,0,3,2,0,1,3115615,1,0
1727,7,9,0,1,43,128,144,0,3,2,0,1,2986330,1,0
1728,3,20,0,1,47,160,180,1,2,4,0,1,3408032,0,0
1729,1,7,0,1,44,245,288,0,2,3,0,1,3987508,0,0
1730,1,22,0,2,49,252,270,0,1,4,0,1,3681908,0,0
1731,1,13,0,1,47,136,152,1,4,2,0,1,2201254,0,0
1732,7,18,0,3,28,34,39,0,2,6,0,1,3052097,1,0
1733,2,42,0,1,31,45,65,0,4,6,0,1,1529182,1,0
1734,1,18,0,2,27,70,153,1,2,4,0,3,2088559,0,0
1735,7,12,0,1,39,224,241,0,1,1,0,1,3924736,0,0
1736,7,11,0,1,48,101,285,0,3,1,0,1,3313807,1,0
1737,7,7,0,2,26,162,200,0,2,1,0,1,2495443,0,0
1738,3,7,0,2,26,133,149,1,1,3,0,1,3269145,1,0
1739,3,5,0,2,45,248,279,0,1,1,0,1,4448714,0,0
1740,2,17,0,1,43,184,234,0,3,1,0,1,2267930,0,0
1741,2,5,0,1,32,239,288,0,1,1,0,1,3141416,0,0
1742,2,23,0,3,41,194,239,0,3,3,0,1,1643909,1,0
1743,1,12,0,2,46,35,68,0,2,1,0,3,3027439,0,0
1744,4,5,0,1,43,160,172,0,1,3,0,2,3353044,0,0
1745,3,5,0,3,40,116,144,1,2,1,0,1,4427650,0,0
1746,3,5,0,3,25,3,53,0,1,3,0,2,2614439,0,0
1747,2,4,0,3,33,17,43,0,1,1,0,1,2019712,0,0
1748,2,24,0,3,28,93,224,0,1,1,0,1,2315750,0,0
1749,7,24,0,3,28,185,206,0,2,2,0,1,2272681,0,0
1750,2,3,0,3,25,91,105,0,1,4,0,1,3557374,0,0
1751,1,9,0,2,33,137,273,0,1,2,0,2,3861788,0,0
1752,2,12,0,2,25,239,272,0,3,4,0,4,2724534,0,0
1753,1,11,0,2,50,145,125,0,3,2,0,1,4443162,0,0
1754,4,25,0,1,31,324,343,0,2,1,0,1,2583152,0,0
1755,2,16,0,1,30,72,96,0,2,3,0,2,4367997,1,0
1756,1,12,0,1,28,49,79,0,3,3,0,5,2901999,0,0
1757,3,11,0,2,38,143,174,1,1,2,0,5,4681243,0,0
1758,5,11,0,1,42,8,35,0,2,3,0,2,4092007,0,0
1759,5,4,0,1,25,267,283,0,1,4,0,3,1983426,0,0
1760,1,3,0,3,29,231,274,0,2,3,0,4,1959195,0,0
1761,2,3,0,1,32,162,193,0,1,1,0,4,1309973,1,0
1762,7,16,0,2,43,7,12,1,2,3,0,5,4669775,0,0
1763,3,9,0,2,29,185,118,1,3,3,0,6,2805290,1,0
1764,1,8,0,4,28,172,215,0,2,2,0,3,2636397,0,0
1765,3,14,0,1,44,10,15,0,2,1,0,5,3534940,0,0
1766,7,14,0,2,43,30,57,0,2,3,0,3,2560402,0,0
1767,1,22,0,1,32,53,77,0,1,3,0,5,4121195,0,0
1768,1,17,0,1,46,167,242,0,2,1,0,5,4640380,0,0
1769,4,13,0,3,29,308,347,0,2,2,0,3,3603622,0,0
1770,1,3,0,3,38,34,55,0,3,2,0,3,4026321,0,0
1771,3,5,0,1,37,244,273,0,3,1,0,4,3801555,0,0
1772,7,14,0,1,46,289,324,1,4,2,0,5,4236326,0,0
1773,2,2,0,3,30,148,172,0,2,1,0,4,3248589,0,0
1774,1,2,0,3,36,38,75,0,4,2,0,4,4247129,0,0
1775,7,2,0,3,27,328,356,0,2,2,0,6,3216720,0,0
1776,1,2,0,2,44,148,194,0,1,2,0,4,2819500,0,0
1777,4,10,0,3,27,90,117,0,2,4,0,3,3766378,0,0
1778,4,2,0,1,33,17,54,1,1,1,0,3,3418217,1,0
1779,3,5,0,2,45,142,137,0,1,2,0,6,1645234,0,0
1780,3,5,0,2,29,70,101,1,4,4,0,5,1634325,0,0
1781,7,7,0,1,47,31,81,0,2,3,0,6,4330094,1,0
1782,7,3,0,1,28,7,12,0,1,1,0,3,4401226,0,0
1783,7,25,0,3,46,107,267,0,4,2,0,5,1784654,0,0
1784,7,11,0,1,25,165,191,0,2,3,0,4,2087406,0,0
1785,3,39,0,2,37,175,210,0,2,2,0,5,3309941,0,0
1786,2,36,0,2,31,46,71,0,1,1,0,3,2515590,0,0
1787,2,11,0,2,43,179,219,0,2,1,0,4,3909462,0,0
1788,2,2,0,3,36,123,296,0,2,2,0,4,3193790,0,0
1789,2,26,0,2,46,221,129,0,2,2,0,1,2255827,0,0
1790,1,6,0,3,47,213,230,0,1,3,0,1,4146804,0,0
1791,1,17,0,1,36,154,185,0,3,1,0,1,1431631,0,0
1792,2,2,0,1,37,306,319,0,2,2,0,1,3632084,1,0
1793,7,4,0,2,25,148,178,0,2,4,0,1,1680017,0,0
1794,2,12,0,5,39,201,231,1,1,3,0,3,1369834,1,0
1795,2,15,0,2,47,50,89,0,5,1,0,1,4108909,1,0
1796,2,11,0,3,44,252,192,0,1,4,0,2,3859301,0,0
1797,4,28,0,2,31,196,208,0,4,1,0,1,2757725,0,0
1798,1,28,0,1,49,309,353,0,3,1,0,1,1378843,0,0
1799,1,7,0,3,44,255,283,1,2,1,0,3,2738283,0,0
1800,1,42,0,3,26,219,262,0,2,1,0,1,2788098,1,0
1801,7,12,0,1,33,317,341,0,1,1,0,3,4499398,0,0
1802,2,9,0,1,33,15,29,0,2,1,0,1,3222572,0,0
1803,7,9,0,2,25,230,180,0,3,3,0,1,4265005,1,0
1804,1,11,0,2,49,182,215,0,3,2,0,1,4327488,1,0
1805,4,5,0,1,43,117,125,0,4,1,0,3,4442389,1,0
1806,1,30,0,1,31,277,310,0,4,2,0,2,4408845,0,0
1807,1,5,0,1,30,136,185,0,2,5,0,2,2857190,0,0
1808,7,20,0,1,43,123,270,0,1,2,0,2,4243896,0,0
1809,1,4,0,2,30,235,153,0,2,2,0,1,2358876,1,0
1810,3,19,0,1,42,27,77,0,2,2,0,1,4020902,1,0
1811,2,19,0,3,31,185,210,0,2,1,0,4,2599494,1,0
1812,2,10,0,1,48,180,218,0,2,2,0,1,1923060,0,0
1813,1,13,0,4,28,240,262,0,1,2,0,1,1335058,0,0
1814,1,9,0,4,46,284,301,0,1,2,0,1,2172084,0,0
1815,3,3,0,2,43,193,208,0,3,1,0,1,1390394,0,0
1816,3,11,0,1,29,88,130,1,3,1,0,2,2843024,0,0
1817,1,12,0,1,42,9,14,0,1,1,0,4,3691570,1,0
1818,1,7,0,2,36,62,109,0,2,1,0,2,3980172,1,0
1819,4,9,0,1,47,28,57,0,3,1,0,1,3458946,0,0
1820,3,14,0,4,45,113,234,0,2,3,0,1,2117096,0,0
1821,1,3,0,4,28,7,12,0,1,3,0,3,4369579,0,0
1822,3,24,0,4,34,110,136,0,1,1,0,3,1485100,0,0
1823,2,24,0,2,48,125,214,0,2,2,0,4,3546521,0,0
1824,2,20,0,2,30,82,123,0,3,4,0,3,1618002,1,0
1825,2,12,0,1,25,7,12,0,2,2,0,4,4676603,0,0
1826,2,11,0,1,46,32,73,0,3,6,0,4,2700506,0,0
1827,4,21,0,2,38,201,227,0,1,3,0,3,4137728,0,0
1828,2,18,0,1,26,257,237,0,2,1,0,7,3809125,0,0
1829,5,6,0,2,36,84,199,0,4,1,0,3,4484784,1,0
1830,2,11,0,2,25,256,283,0,2,1,0,4,2457357,0,0
1831,2,11,0,2,44,164,200,0,2,2,0,7,4587724,0,0
1832,2,4,0,2,39,121,135,0,2,4,0,4,1484586,0,0
1833,7,4,0,1,41,257,142,0,3,6,0,4,1797099,0,0
1834,2,19,0,1,33,63,84,0,2,3,0,3,3036570,0,0
1835,5,15,0,1,30,39,88,0,3,6,0,4,3785566,1,0
1836,1,6,0,1,25,153,110,1,2,6,0,4,2624190,0,0
1837,2,10,0,2,29,174,174,0,2,2,0,3,2531797,0,0
1838,3,4,0,3,45,204,274,0,1,3,0,4,2274946,0,0
1839,2,11,0,2,38,7,12,0,4,5,0,5,1327840,0,0
1840,1,8,0,2,46,245,273,0,1,3,0,7,1708631,0,0
1841,2,8,0,1,47,241,287,0,1,2,0,3,3822549,1,0
1842,1,25,0,2,26,105,133,0,2,3,0,4,4627264,1,0
1843,4,6,0,1,34,152,189,1,1,5,0,4,3137211,0,0
1844,4,7,0,1,28,250,267,0,1,2,0,5,2671801,0,0
1845,4,7,0,1,31,120,138,0,1,1,0,3,1584941,0,0
1846,2,26,0,4,49,341,358,0,2,2,0,4,3645980,0,0
1847,1,14,0,2,27,7,12,0,2,2,0,5,1911716,0,0
1848,1,14,0,1,40,201,235,0,2,3,0,3,2469192,0,0
1849,1,5,0,2,41,127,206,0,2,2,0,3,2019245,0,0
1850,2,6,0,2,40,206,230,0,2,1,0,5,2498787,0,0
1851,5,9,0,3,26,25,44,0,2,2,0,7,3178832,0,0
1852,5,10,0,1,39,73,120,1,1,1,0,5,3921520,0,0
1853,4,6,0,4,25,21,26,0,2,3,0,4,4327041,0,0
1854,1,10,0,3,36,123,166,1,5,1,0,4,4700066,0,0
1855,1,17,0,4,46,170,185,1,2,1,0,4,2729057,1,0
1856,2,15,0,3,48,65,114,0,3,4,0,2,1768365,0,0
1857,2,10,0,3,29,110,130,0,2,1,0,5,3357575,0,0
1858,2,10,0,1,45,215,300,0,2,1,0,3,2107494,0,0
1859,3,3,0,1,42,110,126,0,2,1,0,3,3035963,1,0
1860,4,1,0,2,51,188,113,1,3,2,0,3,4177247,0,0
1861,2,14,0,1,46,22,49,0,2,2,0,5,2687225,0,0
1862,2,14,0,1,42,270,296,0,5,1,0,5,4554749,0,0
1863,7,7,0,3,42,222,237,0,1,2,0,4,2308621,1,0
1864,3,13,0,2,50,143,210,1,1,1,0,3,3947415,0,0
1865,3,13,0,1,49,112,133,1,2,1,0,4,4590697,0,0
1866,1,10,0,1,41,89,113,1,4,2,0,2,3812283,0,0
1867,2,21,0,2,26,97,298,0,3,4,0,4,3878428,0,0
1868,1,12,0,2,51,250,288,1,1,1,0,2,3770174,0,0
1869,1,2,0,1,37,256,191,0,3,1,0,3,3727368,0,0
1870,1,10,0,1,34,263,182,1,1,1,0,4,3995119,0,0
